HD,_tab2_2,RVel,e_RVel,Inst,SHK,e_SHK,EWHa,e_EWHa,File
HD160691,2453693.49281,-2.53,0.96,HARPS-Pre,0.1498,0.0036,,,2005-11-18T23:54:02
HD160691,2453693.49473,3.83,0.92,HARPS-Pre,0.1542,0.0025,,,2005-11-18T23:56:33
HD160691,2453693.49648,4.61,0.93,HARPS-Pre,0.1465,0.003,,,2005-11-18T23:59:04
HD160691,2453693.49904,0.29,0.93,HARPS-Pre,0.1540,0.0028,,,2005-11-19T00:02:47
HD160691,2453809.91122,-18.87,0.76,HARPS-Pre,0.1450,0.0019,,,2006-03-15T09:50:21
HD160691,2453809.91339,-19.50,0.76,HARPS-Pre,0.1477,0.0021,,,2006-03-15T09:53:27
HD160691,2453809.91554,-20.96,0.76,HARPS-Pre,0.1401,0.0018,,,2006-03-15T09:56:32
HD160691,2453809.91765,-20.97,0.76,HARPS-Pre,0.1452,0.0019,,,2006-03-15T09:59:36
HD160691,2453809.91981,-19.88,0.75,HARPS-Pre,0.1417,0.0021,,,2006-03-15T10:02:42
HD160691,2453813.91458,-19.78,0.90,HARPS-Pre,0.1478,0.0013,,,2006-03-19T09:53:38
HD160691,2453813.91807,-19.89,0.90,HARPS-Pre,0.1452,0.0014,,,2006-03-19T09:58:42
HD160691,2453813.92160,-19.47,0.90,HARPS-Pre,0.1486,0.0013,,,2006-03-19T10:03:47
HD160691,2453829.87625,-30.16,0.71,HARPS-Pre,0.1391,0.0029,,,2006-04-04T08:58:13
HD160691,2453829.87734,-34.09,0.71,HARPS-Pre,0.1417,0.003,,,2006-04-04T08:59:47
HD160691,2453829.87845,-34.82,0.71,HARPS-Pre,0.1490,0.0034,,,2006-04-04T09:01:22
HD160691,2453829.87955,-31.93,0.71,HARPS-Pre,0.1605,0.0027,,,2006-04-04T09:02:57
HD160691,2453829.88063,-27.15,0.71,HARPS-Pre,0.1497,0.0034,,,2006-04-04T09:04:32
HD160691,2453829.88177,-25.87,0.72,HARPS-Pre,0.1453,0.0036,,,2006-04-04T09:06:09
HD160691,2453829.88285,-30.38,0.72,HARPS-Pre,0.1485,0.0034,,,2006-04-04T09:07:43
HD160691,2453829.88396,-34.58,0.71,HARPS-Pre,0.1474,0.0029,,,2006-04-04T09:09:18
HD160691,2453829.88504,-32.36,0.74,HARPS-Pre,0.1491,0.0039,,,2006-04-04T09:10:53
HD160691,2453829.88615,-30.27,0.75,HARPS-Pre,0.1500,0.0035,,,2006-04-04T09:12:27
HD160691,2453831.90648,-26.33,0.58,HARPS-Pre,0.1489,0.0032,,,2006-04-06T09:41:30
HD160691,2453831.90763,-27.43,0.59,HARPS-Pre,0.1513,0.0029,,,2006-04-06T09:43:08
HD160691,2453831.90872,-24.43,0.59,HARPS-Pre,0.1455,0.0032,,,2006-04-06T09:44:42
HD160691,2453831.90982,-24.87,0.59,HARPS-Pre,0.1479,0.0027,,,2006-04-06T09:46:17
HD160691,2453831.91091,-25.80,0.61,HARPS-Pre,0.1550,0.003,,,2006-04-06T09:47:52
HD160691,2453831.91202,-27.02,0.63,HARPS-Pre,0.1479,0.0036,,,2006-04-06T09:49:28
HD160691,2453831.91314,-25.95,0.63,HARPS-Pre,0.1559,0.0031,,,2006-04-06T09:51:02
HD160691,2453831.91420,-25.19,0.65,HARPS-Pre,0.1460,0.0039,,,2006-04-06T09:52:37
HD160691,2453831.91532,-26.29,0.64,HARPS-Pre,0.1425,0.0032,,,2006-04-06T09:54:14
HD160691,2453831.91642,-27.70,0.66,HARPS-Pre,0.1407,0.004,,,2006-04-06T09:55:48
HD160691,2453834.90365,-30.10,0.76,HARPS-Pre,0.1507,0.0026,,,2006-04-09T09:37:04
HD160691,2453834.90473,-26.77,0.76,HARPS-Pre,0.1459,0.0029,,,2006-04-09T09:38:39
HD160691,2453834.90589,-25.65,0.76,HARPS-Pre,0.1509,0.0025,,,2006-04-09T09:40:17
HD160691,2453834.90698,-27.56,0.76,HARPS-Pre,0.1518,0.0028,,,2006-04-09T09:41:51
HD160691,2453834.90807,-29.32,0.77,HARPS-Pre,0.1459,0.0031,,,2006-04-09T09:43:26
HD160691,2453834.90918,-29.07,0.79,HARPS-Pre,0.1404,0.0035,,,2006-04-09T09:45:00
HD160691,2453834.91024,-28.51,0.79,HARPS-Pre,0.1608,0.0031,,,2006-04-09T09:46:35
HD160691,2453834.91139,-26.95,0.79,HARPS-Pre,0.1587,0.003,,,2006-04-09T09:48:12
HD160691,2453834.91248,-27.00,0.79,HARPS-Pre,0.1375,0.0036,,,2006-04-09T09:49:46
HD160691,2453834.91355,-27.89,0.79,HARPS-Pre,0.1444,0.0035,,,2006-04-09T09:51:21
HD160691,2453836.89746,-36.62,0.69,HARPS-Pre,0.1500,0.0026,,,2006-04-11T09:27:56
HD160691,2453836.89856,-38.57,0.69,HARPS-Pre,0.1438,0.003,,,2006-04-11T09:29:30
HD160691,2453836.89969,-35.70,0.69,HARPS-Pre,0.1431,0.0026,,,2006-04-11T09:31:07
HD160691,2453836.90074,-33.70,0.70,HARPS-Pre,0.1498,0.0029,,,2006-04-11T09:32:41
HD160691,2453836.90187,-32.02,0.69,HARPS-Pre,0.1473,0.0025,,,2006-04-11T09:34:16
HD160691,2453836.90296,-34.84,0.68,HARPS-Pre,0.1456,0.0027,,,2006-04-11T09:35:50
HD160691,2453836.90406,-37.10,0.69,HARPS-Pre,0.1416,0.0028,,,2006-04-11T09:37:25
HD160691,2453836.90515,-35.47,0.70,HARPS-Pre,0.1389,0.0031,,,2006-04-11T09:38:59
HD160691,2453836.90624,-33.34,0.70,HARPS-Pre,0.1383,0.0032,,,2006-04-11T09:40:34
HD160691,2453836.90738,-34.32,0.68,HARPS-Pre,0.1484,0.0024,,,2006-04-11T09:42:12
HD160691,2453862.79620,-40.56,0.93,HARPS-Pre,0.1447,0.0022,,,2006-05-07T06:58:55
HD160691,2453862.79805,-42.04,0.92,HARPS-Pre,0.1452,0.0021,,,2006-05-07T07:01:38
HD160691,2453862.79998,-43.89,0.93,HARPS-Pre,0.1460,0.0023,,,2006-05-07T07:04:22
HD160691,2453862.80188,-41.71,0.93,HARPS-Pre,0.1451,0.0026,,,2006-05-07T07:07:08
HD160691,2453862.80377,-40.33,0.93,HARPS-Pre,0.1457,0.0025,,,2006-05-07T07:09:51
HD160691,2453862.80565,-41.48,0.93,HARPS-Pre,0.1401,0.0024,,,2006-05-07T07:12:34
HD160691,2453865.79355,-46.75,0.92,HARPS-Pre,0.1479,0.0022,,,2006-05-10T06:54:53
HD160691,2453865.79549,-49.85,0.92,HARPS-Pre,0.1430,0.002,,,2006-05-10T06:57:40
HD160691,2453865.79738,-47.66,0.92,HARPS-Pre,0.1379,0.0021,,,2006-05-10T07:00:26
HD160691,2453865.79934,-45.73,0.93,HARPS-Pre,0.1420,0.0023,,,2006-05-10T07:03:14
HD160691,2453865.80127,-50.24,0.92,HARPS-Pre,0.1450,0.0019,,,2006-05-10T07:05:59
HD160691,2453865.80316,-48.28,0.92,HARPS-Pre,0.1434,0.002,,,2006-05-10T07:08:44
HD160691,2453869.81247,-48.44,0.94,HARPS-Pre,0.1523,0.0024,,,2006-05-14T07:21:50
HD160691,2453869.81439,-45.70,0.94,HARPS-Pre,0.1509,0.0026,,,2006-05-14T07:24:37
HD160691,2453869.81633,-44.68,0.92,HARPS-Pre,0.1497,0.002,,,2006-05-14T07:27:21
HD160691,2453869.81833,-50.01,0.92,HARPS-Pre,0.1476,0.0017,,,2006-05-14T07:30:13
HD160691,2453869.82019,-45.67,0.92,HARPS-Pre,0.1434,0.0022,,,2006-05-14T07:32:59
HD160691,2453869.82210,-45.19,0.92,HARPS-Pre,0.1390,0.0019,,,2006-05-14T07:35:45
HD160691,2453869.82406,-48.70,0.92,HARPS-Pre,0.1423,0.0022,,,2006-05-14T07:38:31
HD160691,2453886.75940,-59.80,0.91,HARPS-Pre,0.1474,0.0017,,,2006-05-31T06:03:59
HD160691,2453886.76179,-59.15,0.91,HARPS-Pre,0.1399,0.0019,,,2006-05-31T06:07:33
HD160691,2453886.76430,-60.43,0.91,HARPS-Pre,0.1420,0.0019,,,2006-05-31T06:11:10
HD160691,2453886.76677,-60.28,0.92,HARPS-Pre,0.1450,0.0019,,,2006-05-31T06:14:43
HD160691,2453886.76929,-61.94,0.91,HARPS-Pre,0.1445,0.002,,,2006-05-31T06:18:17
HD160691,2454194.83098,-2.08,0.91,HARPS-Pre,0.1454,0.0016,,,2007-04-04T07:51:16
HD160691,2454194.83437,-2.91,0.91,HARPS-Pre,0.1480,0.0017,,,2007-04-04T07:56:17
HD160691,2454194.83782,-2.96,0.91,HARPS-Pre,0.1527,0.0017,,,2007-04-04T08:01:18
HD160691,2454197.80537,4.53,0.80,HARPS-Pre,0.1501,0.0017,,,2007-04-07T07:14:08
HD160691,2454197.80889,4.38,0.80,HARPS-Pre,0.1499,0.0017,,,2007-04-07T07:19:09
HD160691,2454197.81235,4.69,0.80,HARPS-Pre,0.1433,0.0016,,,2007-04-07T07:24:10
HD160691,2454199.83478,8.07,0.66,HARPS-Pre,0.1471,0.0021,,,2007-04-09T07:57:31
HD160691,2454202.81115,2.72,0.90,HARPS-Pre,0.1452,0.0013,,,2007-04-12T07:21:49
HD160691,2454202.81463,2.28,0.90,HARPS-Pre,0.1499,0.0015,,,2007-04-12T07:26:50
HD160691,2454202.81809,1.89,0.90,HARPS-Pre,0.1487,0.0014,,,2007-04-12T07:31:51
HD160691,2454225.79382,5.31,1.60,HARPS-Pre,0.1700,0.0077,,,2007-05-05T06:55:52
HD160691,2454225.79564,6.77,1.74,HARPS-Pre,0.1578,0.011,,,2007-05-05T06:58:23
HD160691,2454225.79725,2.31,2.88,HARPS-Pre,0.1781,0.016,,,2007-05-05T07:00:54
HD160691,2454225.79919,3.83,3.76,HARPS-Pre,,,,,2007-05-05T07:03:25
HD160691,2454225.80107,1.56,2.38,HARPS-Pre,0.2386,0.0088,,,2007-05-05T07:05:56
HD160691,2454226.92073,4.50,0.95,HARPS-Pre,0.1520,0.003,,,2007-05-06T09:56:10
HD160691,2454226.92572,3.79,0.95,HARPS-Pre,0.1396,0.0027,,,2007-05-06T10:03:21
HD160691,2454231.80885,2.01,0.96,HARPS-Pre,0.1497,0.0032,,,2007-05-11T07:17:26
HD160691,2454231.80991,0.18,0.97,HARPS-Pre,0.1608,0.0034,,,2007-05-11T07:18:57
HD160691,2454231.81096,-0.30,0.97,HARPS-Pre,0.1367,0.0035,,,2007-05-11T07:20:28
HD160691,2454231.81201,0.09,0.97,HARPS-Pre,0.1578,0.0037,,,2007-05-11T07:21:59
HD160691,2454231.81307,1.59,0.97,HARPS-Pre,0.1421,0.0036,,,2007-05-11T07:23:30
HD160691,2454231.81411,2.53,0.97,HARPS-Pre,0.1482,0.0034,,,2007-05-11T07:25:01
HD160691,2454231.81517,1.46,0.96,HARPS-Pre,0.1519,0.0037,,,2007-05-11T07:26:31
HD160691,2454231.81623,-0.59,0.96,HARPS-Pre,0.1488,0.0035,,,2007-05-11T07:28:02
HD160691,2454231.81728,-0.05,0.95,HARPS-Pre,0.1538,0.0032,,,2007-05-11T07:29:33
HD160691,2454231.81831,0.10,0.95,HARPS-Pre,0.1440,0.0037,,,2007-05-11T07:31:04
HD160691,2454234.81062,0.39,1.07,HARPS-Pre,0.1469,0.0043,,,2007-05-14T07:19:46
HD160691,2454234.81168,0.14,1.05,HARPS-Pre,0.1391,0.0056,,,2007-05-14T07:21:17
HD160691,2454234.81273,-0.33,1.19,HARPS-Pre,0.1436,0.0077,,,2007-05-14T07:22:48
HD160691,2454234.81380,0.30,0.92,HARPS-Pre,0.1391,0.0047,,,2007-05-14T07:24:19
HD160691,2454234.81484,-1.84,0.91,HARPS-Pre,0.1582,0.0041,,,2007-05-14T07:25:50
HD160691,2454234.81589,-1.18,0.89,HARPS-Pre,0.1528,0.0036,,,2007-05-14T07:27:20
HD160691,2454234.81695,0.79,0.87,HARPS-Pre,0.1403,0.0036,,,2007-05-14T07:28:51
HD160691,2454234.81799,2.72,0.89,HARPS-Pre,0.1478,0.0042,,,2007-05-14T07:30:22
HD160691,2454234.81905,1.28,0.88,HARPS-Pre,0.1450,0.0036,,,2007-05-14T07:31:53
HD160691,2454234.82011,-1.26,0.90,HARPS-Pre,0.1597,0.0035,,,2007-05-14T07:33:24
HD160691,2454256.74709,5.24,0.99,HARPS-Pre,0.1494,0.004,,,2007-06-05T05:46:42
HD160691,2454256.74888,5.00,0.99,HARPS-Pre,0.1395,0.0037,,,2007-06-05T05:49:13
HD160691,2454256.75058,5.96,0.98,HARPS-Pre,0.1504,0.0029,,,2007-06-05T05:51:44
HD160691,2454256.75232,5.27,0.99,HARPS-Pre,0.1521,0.0033,,,2007-06-05T05:54:15
HD160691,2454256.75405,5.06,1.03,HARPS-Pre,0.1601,0.0039,,,2007-06-05T05:56:46
HD160691,2454258.74168,4.42,0.68,HARPS-Pre,0.1510,0.003,,,2007-06-07T05:38:44
HD160691,2454258.74337,3.56,0.67,HARPS-Pre,0.1426,0.0029,,,2007-06-07T05:41:15
HD160691,2454258.74509,2.31,0.68,HARPS-Pre,0.1577,0.0027,,,2007-06-07T05:43:46
HD160691,2454258.74684,4.04,0.67,HARPS-Pre,0.1466,0.0026,,,2007-06-07T05:46:17
HD160691,2454258.74864,6.34,0.68,HARPS-Pre,0.1393,0.003,,,2007-06-07T05:48:48
HD160691,2454296.70702,9.53,0.92,HARPS-Pre,0.1513,0.0022,,,2007-07-15T04:48:58
HD160691,2454296.70954,9.48,0.93,HARPS-Pre,0.1492,0.0022,,,2007-07-15T04:52:34
HD160691,2454296.71202,10.64,0.92,HARPS-Pre,0.1507,0.0022,,,2007-07-15T04:56:10
HD160691,2454296.71452,8.95,0.92,HARPS-Pre,0.1458,0.002,,,2007-07-15T04:59:46
HD160691,2454298.68830,14.48,0.81,HARPS-Pre,0.1425,0.0018,,,2007-07-17T04:22:05
HD160691,2454298.69076,11.13,0.82,HARPS-Pre,0.1499,0.0019,,,2007-07-17T04:25:41
HD160691,2454298.69329,13.25,0.82,HARPS-Pre,0.1452,0.0019,,,2007-07-17T04:29:17
HD160691,2454298.69583,14.28,0.82,HARPS-Pre,0.1473,0.0021,,,2007-07-17T04:32:54
HD160691,2454299.71050,10.92,0.94,HARPS-Pre,0.1356,0.0022,,,2007-07-18T04:54:10
HD160691,2454299.71304,12.79,0.94,HARPS-Pre,0.1441,0.0024,,,2007-07-18T04:57:46
HD160691,2454299.71556,12.76,0.95,HARPS-Pre,0.1428,0.003,,,2007-07-18T05:01:22
HD160691,2454299.71808,11.83,0.93,HARPS-Pre,0.1490,0.0023,,,2007-07-18T05:04:58
HD160691,2454314.70522,15.89,0.99,HARPS-Pre,0.1487,0.0033,,,2007-08-02T04:47:34
HD160691,2454314.70792,15.61,1.00,HARPS-Pre,0.1540,0.0033,,,2007-08-02T04:51:25
HD160691,2454314.71069,16.85,1.00,HARPS-Pre,0.1443,0.004,,,2007-08-02T04:55:16
HD160691,2454314.71329,15.62,1.01,HARPS-Pre,0.1486,0.0036,,,2007-08-02T04:59:07
HD160691,2454526.85416,-54.95,0.87,HARPS-Pre,0.1458,0.0015,,,2008-03-01T08:28:36
HD160691,2454526.85800,-54.72,0.87,HARPS-Pre,0.1465,0.0013,,,2008-03-01T08:34:08
HD160691,2454526.86188,-55.73,0.87,HARPS-Pre,0.1468,0.0013,,,2008-03-01T08:39:40
HD160691,2454548.90617,-62.04,0.95,HARPS-Pre,0.1568,0.0032,,,2008-03-23T09:42:14
HD160691,2454548.90792,-62.30,0.95,HARPS-Pre,0.1513,0.0034,,,2008-03-23T09:44:46
HD160691,2454548.90967,-61.97,0.93,HARPS-Pre,0.1423,0.0032,,,2008-03-23T09:47:19
HD160691,2454548.91147,-60.71,0.91,HARPS-Pre,0.1620,0.0026,,,2008-03-23T09:49:50
HD160691,2454548.91318,-62.40,0.92,HARPS-Pre,0.1480,0.003,,,2008-03-23T09:52:23
HD160691,2454551.89298,-65.89,0.82,HARPS-Pre,0.1477,0.0024,,,2008-03-26T09:22:43
HD160691,2454551.89473,-67.21,0.82,HARPS-Pre,0.1403,0.0024,,,2008-03-26T09:25:15
HD160691,2454551.89649,-65.55,0.82,HARPS-Pre,0.1338,0.0027,,,2008-03-26T09:27:47
HD160691,2454551.89825,-66.73,0.81,HARPS-Pre,0.1375,0.0027,,,2008-03-26T09:30:19
HD160691,2454551.90001,-67.75,0.82,HARPS-Pre,0.1446,0.0028,,,2008-03-26T09:32:51
HD160691,2454563.90640,-65.30,0.59,HARPS-Pre,0.1394,0.0019,,,2008-04-07T09:40:30
HD160691,2454563.90851,-61.39,0.59,HARPS-Pre,0.1411,0.0017,,,2008-04-07T09:43:32
HD160691,2454563.91061,-63.10,0.59,HARPS-Pre,0.1433,0.002,,,2008-04-07T09:46:34
HD160691,2454563.91273,-65.39,0.59,HARPS-Pre,0.1444,0.0021,,,2008-04-07T09:49:36
HD160691,2454563.91481,-62.95,0.60,HARPS-Pre,0.1450,0.0026,,,2008-04-07T09:52:37
HD160691,2454570.91445,-66.31,0.93,HARPS-Pre,0.1457,0.002,,,2008-04-14T09:50:45
HD160691,2454570.91707,-68.42,0.93,HARPS-Pre,0.1432,0.0023,,,2008-04-14T09:54:36
HD160691,2454570.91974,-66.72,0.93,HARPS-Pre,0.1461,0.002,,,2008-04-14T09:58:29
HD160691,2454570.92245,-66.39,0.94,HARPS-Pre,0.1456,0.0024,,,2008-04-14T10:02:21
HD160691,2454736.53413,-11.44,0.69,HARPS-Pre,0.1417,0.0026,,,2008-09-27T00:47:28
HD160691,2454736.53676,-10.31,0.70,HARPS-Pre,0.1443,0.003,,,2008-09-27T00:51:20
HD160691,2454736.53951,-8.80,0.69,HARPS-Pre,0.1400,0.0028,,,2008-09-27T00:55:13
HD160691,2454736.54219,-11.59,0.69,HARPS-Pre,0.1448,0.0028,,,2008-09-27T00:59:05
HD160691,2454749.49018,-0.35,0.91,HARPS-Pre,0.1467,0.0018,,,2008-10-09T23:44:51
HD160691,2454749.49427,-0.85,0.92,HARPS-Pre,0.1496,0.0018,,,2008-10-09T23:50:48
HD160691,2454749.49841,-0.74,0.92,HARPS-Pre,0.1486,0.0017,,,2008-10-09T23:56:43
HD160691,2454920.90508,22.90,0.84,HARPS-Pre,0.1528,0.0025,,,2009-03-30T09:39:45
HD160691,2454920.90695,22.90,0.81,HARPS-Pre,0.1481,0.002,,,2009-03-30T09:42:26
HD160691,2454920.90883,23.92,0.82,HARPS-Pre,0.1513,0.0021,,,2009-03-30T09:45:08
HD160691,2454920.91069,24.34,0.82,HARPS-Pre,0.1479,0.0024,,,2009-03-30T09:47:50
HD160691,2454920.91257,25.08,0.82,HARPS-Pre,0.1440,0.0023,,,2009-03-30T09:50:32
HD160691,2454920.91445,22.40,0.82,HARPS-Pre,0.1415,0.0021,,,2009-03-30T09:53:13
HD160691,2454952.87047,33.92,0.74,HARPS-Pre,0.1460,0.0024,,,2009-05-01T08:46:03
HD160691,2454952.87263,31.22,0.74,HARPS-Pre,0.1412,0.0021,,,2009-05-01T08:49:07
HD160691,2454952.87477,31.06,0.74,HARPS-Pre,0.1442,0.0024,,,2009-05-01T08:52:13
HD160691,2454952.87689,33.23,0.74,HARPS-Pre,0.1450,0.0024,,,2009-05-01T08:55:17
HD160691,2454952.87902,33.73,0.75,HARPS-Pre,0.1424,0.0024,,,2009-05-01T08:58:23
HD160691,2454952.88120,33.44,0.74,HARPS-Pre,0.1447,0.0026,,,2009-05-01T09:01:28
HD160691,2454953.85697,32.20,0.94,HARPS-Pre,0.1559,0.0024,,,2009-05-02T08:26:31
HD160691,2454953.85914,31.13,0.94,HARPS-Pre,0.1448,0.0028,,,2009-05-02T08:29:37
HD160691,2454953.86122,31.02,0.93,HARPS-Pre,0.1420,0.0026,,,2009-05-02T08:32:42
HD160691,2454953.86340,29.95,0.93,HARPS-Pre,0.1456,0.0022,,,2009-05-02T08:35:46
HD160691,2454953.86552,28.78,0.93,HARPS-Pre,0.1457,0.0019,,,2009-05-02T08:38:52
HD160691,2454953.86768,30.66,0.93,HARPS-Pre,0.1518,0.0021,,,2009-05-02T08:41:56
HD160691,2455025.69727,15.16,0.85,HARPS-Pre,0.1450,0.0028,,,2009-07-13T04:34:03
HD160691,2455025.70053,15.69,0.84,HARPS-Pre,0.1405,0.0027,,,2009-07-13T04:38:45
HD160691,2455025.70376,15.23,0.83,HARPS-Pre,0.1381,0.0026,,,2009-07-13T04:43:26
HD160691,2455072.57973,-2.83,0.74,HARPS-Pre,0.1405,0.0038,,,2009-08-29T01:50:16
HD160691,2455072.58112,-3.64,0.72,HARPS-Pre,0.1495,0.0033,,,2009-08-29T01:52:18
HD160691,2455072.58254,-3.61,0.73,HARPS-Pre,0.1532,0.0027,,,2009-08-29T01:54:20
HD160691,2455072.58395,-1.55,0.75,HARPS-Pre,0.1541,0.0034,,,2009-08-29T01:56:21
HD160691,2455072.58537,-3.57,0.77,HARPS-Pre,0.1486,0.0032,,,2009-08-29T01:58:23
HD160691,2455072.58678,-4.39,0.80,HARPS-Pre,0.1463,0.0042,,,2009-08-29T02:00:24
HD160691,2455072.58819,-3.37,0.74,HARPS-Pre,0.1577,0.0034,,,2009-08-29T02:02:26
HD160691,2455072.58959,-2.12,0.72,HARPS-Pre,0.1528,0.0029,,,2009-08-29T02:04:28
HD160691,2455072.59103,-3.37,0.72,HARPS-Pre,0.1561,0.0032,,,2009-08-29T02:06:30
HD160691,2455096.48821,-14.39,0.77,HARPS-Pre,0.1377,0.0036,,,2009-09-21T23:40:30
HD160691,2455096.49085,-11.85,0.77,HARPS-Pre,0.1596,0.0029,,,2009-09-21T23:44:22
HD160691,2455096.49356,-13.81,0.76,HARPS-Pre,0.1476,0.0031,,,2009-09-21T23:48:14
HD160691,2455096.49628,-13.56,0.77,HARPS-Pre,0.1446,0.003,,,2009-09-21T23:52:07
HD160691,2455102.51268,-21.04,0.85,HARPS-Pre,0.1541,0.0034,,,2009-09-28T00:15:48
HD160691,2455102.51663,-19.69,0.86,HARPS-Pre,,,,,2009-09-28T00:21:20
HD160691,2455102.52050,-20.41,0.84,HARPS-Pre,0.1524,0.0033,,,2009-09-28T00:26:52
HD160691,2455295.79054,-13.36,0.83,HARPS-Pre,0.1416,0.0015,,,2010-04-09T06:52:03
HD160691,2455295.79439,-16.95,0.83,HARPS-Pre,0.1479,0.0014,,,2010-04-09T06:57:35
HD160691,2455295.79824,-14.11,0.83,HARPS-Pre,0.1477,0.0016,,,2010-04-09T07:03:08
HD160691,2455297.87699,-12.87,0.89,HARPS-Pre,0.1478,0.0011,,,2010-04-11T08:55:03
HD160691,2455297.88174,-12.14,0.90,HARPS-Pre,0.1477,0.0013,,,2010-04-11T09:03:05
HD160691,2455308.89990,-6.92,0.78,HARPS-Pre,0.1486,0.0022,,,2010-04-22T09:29:35
HD160691,2455308.90169,-6.30,0.78,HARPS-Pre,0.1381,0.0023,,,2010-04-22T09:32:07
HD160691,2455308.90344,-6.65,0.77,HARPS-Pre,0.1432,0.0022,,,2010-04-22T09:34:39
HD160691,2455308.90519,-7.97,0.78,HARPS-Pre,0.1403,0.0023,,,2010-04-22T09:37:11
HD160691,2455308.90695,-7.84,0.78,HARPS-Pre,0.1552,0.002,,,2010-04-22T09:39:43
HD160691,2455308.90869,-4.76,0.78,HARPS-Pre,0.1454,0.0022,,,2010-04-22T09:42:16
HD160691,2455309.84825,-9.21,0.69,HARPS-Pre,0.1400,0.0021,,,2010-04-23T08:14:36
HD160691,2455309.85071,-6.42,0.69,HARPS-Pre,0.1494,0.0017,,,2010-04-23T08:18:08
HD160691,2455309.85316,-8.37,0.69,HARPS-Pre,0.1440,0.0017,,,2010-04-23T08:21:40
HD160691,2455309.85559,-6.79,0.69,HARPS-Pre,0.1413,0.002,,,2010-04-23T08:25:12
HD160691,2455370.63219,7.12,0.92,HARPS-Pre,0.1438,0.0044,,,2010-06-23T03:01:05
HD160691,2455370.63356,3.64,0.96,HARPS-Pre,0.1297,0.0054,,,2010-06-23T03:03:06
HD160691,2455370.63498,1.25,0.97,HARPS-Pre,0.1249,0.006,,,2010-06-23T03:05:09
HD160691,2455370.63636,4.00,0.95,HARPS-Pre,0.1186,0.0068,,,2010-06-23T03:07:11
HD160691,2455370.63781,9.56,1.02,HARPS-Pre,0.1308,0.0055,,,2010-06-23T03:09:12
HD160691,2455370.63924,4.05,1.07,HARPS-Pre,0.0929,0.0083,,,2010-06-23T03:11:15
HD160691,2455370.64065,3.26,1.02,HARPS-Pre,0.0930,0.0087,,,2010-06-23T03:13:16
HD160691,2455370.64209,4.03,1.04,HARPS-Pre,0.0996,0.0075,,,2010-06-23T03:15:19
HD160691,2455374.66123,6.62,0.87,HARPS-Pre,0.1327,0.0057,,,2010-06-27T03:43:00
HD160691,2455374.66276,10.67,0.77,HARPS-Pre,0.1424,0.004,,,2010-06-27T03:45:02
HD160691,2455374.66407,10.59,0.74,HARPS-Pre,0.1455,0.0036,,,2010-06-27T03:47:03
HD160691,2455374.66549,9.82,0.73,HARPS-Pre,0.1488,0.0041,,,2010-06-27T03:49:06
HD160691,2455374.66690,9.80,0.75,HARPS-Pre,0.1419,0.0039,,,2010-06-27T03:51:08
HD160691,2455374.66834,10.21,0.74,HARPS-Pre,0.1424,0.004,,,2010-06-27T03:53:10
HD160691,2455374.66974,10.55,0.75,HARPS-Pre,0.1264,0.0044,,,2010-06-27T03:55:12
HD160691,2455374.67115,10.58,0.73,HARPS-Pre,0.1564,0.0033,,,2010-06-27T03:57:13
HD160691,2455398.53832,2.50,2.04,HARPS-Pre,0.1449,0.012,,,2010-07-21T00:44:27
HD160691,2455398.54111,0.34,1.95,HARPS-Pre,0.1328,0.013,,,2010-07-21T00:49:58
HD160691,2455398.54572,-2.86,2.96,HARPS-Pre,0.2467,0.012,,,2010-07-21T00:55:31
HD160691,2455408.61383,9.84,0.91,HARPS-Pre,0.1482,0.0019,,,2010-07-31T02:33:29
HD160691,2455408.61940,9.57,0.91,HARPS-Pre,0.1420,0.0017,,,2010-07-31T02:41:31
HD160691,2455425.65851,13.10,0.95,HARPS-Pre,0.1419,0.0042,,,2010-08-17T03:41:49
HD160691,2455425.66058,13.48,0.94,HARPS-Pre,0.1493,0.0037,,,2010-08-17T03:44:52
HD160691,2455425.66276,10.33,0.94,HARPS-Pre,0.1449,0.0039,,,2010-08-17T03:47:54
HD160691,2455425.66480,14.61,0.91,HARPS-Pre,0.1474,0.0028,,,2010-08-17T03:50:56
HD160691,2455425.66689,13.90,0.92,HARPS-Pre,0.1554,0.0029,,,2010-08-17T03:53:58
HD160691,2455425.66907,12.28,0.94,HARPS-Pre,0.1502,0.0036,,,2010-08-17T03:57:00
HD160691,2455454.55326,15.49,0.86,HARPS-Pre,0.1487,0.0028,,,2010-09-15T01:13:00
HD160691,2455454.55658,16.35,0.85,HARPS-Pre,0.1463,0.0028,,,2010-09-15T01:17:42
HD160691,2455454.55993,16.24,0.86,HARPS-Pre,0.1416,0.0026,,,2010-09-15T01:22:24
HD160691,2455612.87284,52.59,0.72,HARPS-Pre,0.1444,0.0023,,,2011-02-20T08:57:13
HD160691,2455612.87546,51.99,0.71,HARPS-Pre,0.1475,0.0021,,,2011-02-20T09:01:05
HD160691,2455612.87818,52.28,0.72,HARPS-Pre,0.1537,0.0023,,,2011-02-20T09:04:59
HD160691,2455612.88085,51.62,0.71,HARPS-Pre,0.1464,0.0025,,,2011-02-20T09:08:51
HD160691,2455646.90614,47.21,0.66,HARPS-Pre,0.1447,0.0019,,,2011-03-26T09:38:53
HD160691,2455646.91166,47.43,0.65,HARPS-Pre,0.1493,0.0017,,,2011-03-26T09:46:55
